Theta1_Value,CostFunction
0,36.89242164532936
1.46976420756275,23.863385238162554
0.355488442139118,16.256857388237698
1.2028684350275278,11.877821856195478
0.5625258463012364,9.355262228064943
1.0504569001636876,7.900510295807715
0.6827013906617303,7.059952160630364
0.9638862005477385,6.572685213290846
0.7529088345878704,6.2886474439465
0.9151765285006683,6.121528367775928
0.7943682057730342,6.021685084230446
0.8882349681072828,5.960564569117713
0.8192845625574945,5.921743937674172
0.8738055152891436,5.895777126354015
0.8346778769093259,5.87723088966205
0.8665645111113648,5.862980012201325
0.8445858452720988,5.851226775990215
0.8634500395664046,5.840936993343024
0.8513308660836642,5.831515633269539
0.8627010573117166,5.822620253443352
0.8562487596469641,5.814053692973362
0.863304735682315,5.805702353136693
0.8601079015748592,5.797500698666161
0.8646785917113231,5.789410840157201
0.8633502932654448,5.781410790591851
0.8664876613372824,5.773487710902862
0.8662302169661849,5.76563402505416
0.8685393440167727,5.757845185563886
0.8688939851796784,5.750118388302752
0.8707229211337664,5.74245183328143
0.871425809654859,5.73484429947128
0.8729747691689224,5.727294900245829
0.8738741835831487,5.719802942708887
0.8752583515699579,5.712367846774588
0.8762670556914486,5.704989098614701
0.8775527107989363,5.697666223872785
0.8786205578375721,5.690398772247643
0.8798458493753468,5.683186308616057
0.8809440248122842,5.676028407916728
0.8821309228935769,5.668924652197659
0.883242881552005,5.66187462890789
0.8844040503868177,5.654877929905055
0.8855203037628637,5.647934150874712
0.886663054930403,5.641042890986599
0.8877781730550797,5.634203752687207
0.8889067392853647,5.627416341570857
0.8900176263050558,5.620680266296012
0.8911344692778377,5.613995138527628
0.8922393716318325,5.607360572894602
0.8933459341770268,5.600776186955981
0.8944438701384952,5.594241601172213
0.8955410088763525,5.587756438879459
0.8966314404463938,5.581320326265655
0.8977196746280952,5.57493289234771
0.8988023188225414,5.568593768949389
0.8998819734558847,5.562302590679648
0.9009566937657858,5.556058994911383
0.9020279819374468,5.549862621760337
0.9030947259025627,5.543713114064291
0.9041577961284043,5.537610117362458
0.9052165594332257,5.531553279874986
0.9062715228939882,5.525542252482691
0.9073223287185505,5.51957668870692
0.9083692749263246,5.513656244689562
0.9094121620710187,5.507780579173252
0.9104511678815107,5.501949353481663
0.9114861839383694,5.496162231500019
0.9125173187358948,5.490418879655704
0.9135445161624188,5.484718966899023
0.9145678448435745,5.479062164684139
0.9155872787059853,5.473448146950136
0.9166028633971911,5.4678765901022
0.9176145900738661,5.462347172993006
0.9186224911206622,5.45685957690416
0.9196265675578209,5.451413485527876
0.9206268440952952,5.446008584948701
0.9216233273803094,5.440644563625454
0.922616037662595,5.4353211123732486
0.9236049847799764,5.430037924345677
0.9245901863711629,5.424794695017129
0.9255716540636069,5.419591122165229
0.9265494039489329,5.414426905853423
0.9275234486387774,5.409301748413683
0.9284938032899621,5.404215354429362
0.9294604810353848,5.399167430718159
0.9304234964495678,5.394157686315204
0.9313828629207533,5.389185832456318
0.9323385946442483,5.384251582561342
0.9332907051110305,5.379354652217636
0.9342392082543327,5.374494759163671
0.9351841175804272,5.3696716232727715
0.9361254468281804,5.364884966536956
0.9370632094691965,5.360134513050926
0.9379974190872502,5.3554199889961565
0.9389280890908691,5.3507411226251085
0.9398552329316523,5.346097644245578
0.9407788639390384,5.341489286205128
0.9416989954459561,5.336915782875696
0.9426156406938688,5.332376870638239
0.9435288129051259,5.327872287867587
0.9444385252284253,5.323401774917314
0.9453447907805098,5.318965074104814
0.9462476226148777,5.314561929696415
0.9471470337458423,5.310192087892667
0.9480430371306173,5.305855296813692
0.948935645683231,5.301551306484664
0.949824872264302,5.297279868821429
0.9507107296891196,5.293040737616164
0.9515932307218404,5.288833668523219
0.952472388080215,5.284658419045017
0.9533482144323239,5.2805147485180814
0.9542207223993764,5.2764024180991544
0.9550899245539074,5.272321190751448
0.9559558334214641,5.268270831230967
0.9568184614796446,5.26425110607295
0.957677821159144,5.260261783578421
0.9585339248432766,5.256302633800825
0.959386784868652,5.252373428532779
0.9602364135249762,5.248473941292914
0.9610828230555136,5.2446039473128305
0.9619260256570481,5.240763223524129
0.9627660334802214,5.236951548545553
0.9636028586295857,5.2331687026702545
0.9644365131638697,5.229414467853081
0.9652670090960844,5.2256886276980605
0.9660943583937468,5.221990967445888
0.9669185729790143,5.218321273961573
0.9677396647288847,5.214679335722137
0.9685576454753475,5.211064942804425
0.9693725270055678,5.20747788687302
0.9701843210620469,5.203917961168213
0.970993039342798,5.2003849604940875
0.9717986935015106,5.196878681206722
0.9726012951477212,5.193398921202408
0.973400855846978,5.189945479906035
0.9741973871210101,5.186518158259506
0.9749909004478916,5.183116758710282
0.9757814072622084,5.179741085199986
0.9765689189552217,5.176390943153092
0.9773534468750331,5.173066139465731
0.978135002326748,5.169766482494552
0.9789135965726378,5.1664917820456635
0.9796892408323032,5.163241849363692
0.9804619462828352,5.160016497120877
0.9812317240589762,5.156815539406294
0.9819985852532808,5.153638791715143
0.9827625409162754,5.1504860709380775
0.9835236020566172,5.1473571953506925
0.9842817796412536,5.144251984603025
0.9850370845955796,5.141170259709168
0.9857895278035947,5.138111843036947
0.9865391201080621,5.135076558297692
0.987285872310661,5.132064230536064
0.9880297951721467,5.129074686119972
0.9887708994125016,5.1261077527305785
0.9895091957110932,5.123163259352352
0.9902446947068254,5.120241036263211
0.9909774069982924,5.117340915024749
0.9917073431439334,5.114462728472518
0.9924345136621812,5.111606310706404
0.993158929031617,5.108771497081044
0.9938805996911195,5.105958124196362
0.9945995360400164,5.1031660298881265
0.9953157484382332,5.100395053218621
0.9960292472064436,5.097645034467359
0.9967400426262174,5.094915815121871
0.997448144940169,5.092207237868591
0.998153564352105,5.089519146583753
0.9988563110271709,5.086851386324435
0.9995563950919986,5.084203803319591
1.0002538266348506,5.081576244961205
